node_id,node_type,name,description,start_date,end_date,metadata
p27,Person,Henry Kent Hewitt,Admiral H. Kent Hewittc.1945,"(1887-02-11)February 11, 1887Hackensack, New Jersey, U.S.","September 15, 1972(1972-09-15)(aged 85)Middlebury, Vermont, U.S.","{""Buried"": ""United States Naval Academy Cemetery(Section 2 Lot 209)"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1906–1949"", ""Rank"": ""Admiral"", ""Commands"": ""United States Naval Forces EuropeUnited States Eighth FleetAmphibious Force,Atlantic FleetSpecial Service SquadronUSSIndianapolisUSSCummingsUSSEagle"", ""Battles / wars"": ""World War IBattle of the AtlanticWorld War IIBattle of the AtlanticBattle of CasablancaBattle of GelaBattle of SalernoOperation Dragoon"", ""Awards"": ""Navy Cross(2)Navy Distinguished Service Medal(2)Army Distinguished Service Medal(2)""}"
p28,Person,Lloyd Fredendall,Fredendall as Lieutenant General,"(1883-12-28)December 28, 1883Cheyenne,Wyoming Territory, U.S.","October 4, 1963(1963-10-04)(aged 79)San Diego, California, U.S.","{""Buried"": ""Fort Rosecrans National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1907–1946"", ""Rank"": ""Lieutenant general"", ""Service number"": ""0-2197"", ""Unit"": ""Infantry Branch"", ""Commands"": ""57th Infantry Regiment4th Infantry DivisionXI CorpsII CorpsSecond ArmyCentral Defense Command"", ""Battles / wars"": ""Philippine–American WarWorld War IWorld War IINorth African Campaign"", ""Awards"": ""Army Distinguished Service MedalPhilippine Campaign MedalMexican Border Service MedalWorld War I Victory MedalAmerican Defense Service MedalAmerican Campaign MedalEuropean–African–Middle Eastern Campaign MedalWorld War II Victory Medal"", ""Spouse(s)"": ""Crystal Daphne Chant (m. 1909-1963, his death)"", ""Children"": ""2""}"
p29,Person,Andrew Cunningham,,,,{}
p30,Person,François Darlan,Darlanc.1940,"Jean Louis Xavier François Darlan7 August 1881Nérac,Lot-et-Garonne,France","24 December 1942(1942-12-24)(aged 61)Algiers,Alger,French Algeria","{""Chief of the State"": ""Philippe Pétain"", ""Preceded by"": ""Office established"", ""Succeeded by"": ""Henri Giraud(asFrench Civil and Military Commander-in-chief)"", ""Manner of death"": ""Assassination"", ""Signature"": """", ""Allegiance"": ""French Third RepublicVichy France"", ""Branch/service"": ""French Navy"", ""Years of service"": ""1902–1942"", ""Rank"": ""Admiral of the Fleet"", ""Commands"": ""Chief of Staff of the French NavyEdgar QuinetJeanne d'Arc"", ""Awards"": ""Grand Cross of the Legion of HonourMédaille militaireCroix de Guerre""}"
p31,Person,Lucian Truscott,Truscott between 1944–46,"(1895-01-09)9 January 1895Chatfield, Texas, United States","12 September 1965(1965-09-12)(aged 70)Alexandria, Virginia, United States","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1947"", ""Rank"": ""General"", ""Service number"": ""0-7096"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""Third United States ArmyFifth United States ArmyFifteenth United States ArmyVI Corps3rd Infantry Division5th Cavalry Regiment"", ""Battles / wars"": ""World War IWorld War II"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Navy Distinguished Service MedalLegion of MeritPurple Heart"", ""Relations"": ""Lucian Truscott IV(grandson)"", ""Other work"": ""Central Intelligence Agency– senior agent Germany, later Deputy Director for CoordinationAuthor""}"
p32,Person,Alphonse Juin,Marshal Juin in 1952,"(1888-12-16)16 December 1888Bône,French Algeria","27 January 1967(1967-01-27)(aged 78)Paris,French Republic","{""Preceded by"": ""Antoine Béthouart"", ""Succeeded by"": ""Charles Léchères"", ""Resting place"": ""Les Invalides"", ""Nationality"": ""French"", ""Spouse"": ""Marie Gabrielle Mauricette Cécile Bonnefoy​​(m.1928)​[1]"", ""Children"": ""Pierre Juin"", ""Parents"": ""Victor Pierre Juin[1](father)Précieuse Salini[1](mother)"", ""Alma mater"": ""Grand Lycée d'Alger[1]École Spéciale Militaire[2]École Militaire"", ""Allegiance"": ""Third RepublicVichy FranceFree FranceFourth Republic"", ""Branch/service"": ""French ArmyInfantry"", ""Years of service"": ""1912–1962"", ""Rank"": ""Army general[a]"", ""Unit"": ""List of units1st Zouaves Regiment[2]1st Algerian Tirailleurs Regiment[3]9th Algerian Tirailleurs Regiment[4]19th Algerian Tirailleurs Regiment[5]3rd Zouaves Regiment[6]"", ""Commands"": ""List of commands3rd Zouaves Regiment[7]15th Motorised Infantry DivisionFrench Expeditionary Corps""}"
p33,Person,AFHQ,,,,{}
p34,Person,15th Army Group,Formation badge,,,"{""Active"": ""1943–45"", ""Country"": ""United Kingdom & United States, with numerousalliesattached"", ""Allegiance"": ""Allies of World War II"", ""Type"": ""Army group"", ""Role"": ""Army GroupHeadquarters"", ""Size"": ""1,200,000"", ""Notablecommanders"": ""Harold AlexanderMark W. Clark""}"
p35,Person,7th Army,,,,{}
p36,Person,Omar Bradley,"Bradley,c.1950","Omar Nelson Bradley(1893-02-12)12 February 1893Clark, Missouri, U.S.","8 April 1981(1981-04-08)(aged 88)New York City, U.S.","{""President"": ""Harry S. Truman"", ""Preceded by"": ""Frank T. Hines"", ""Succeeded by"": ""Carl R. Gray Jr."", ""Resting place"": ""Arlington National Cemetery"", ""Spouses"": ""Mary Quayle​​(m.1916; died1965)​Esther Dora Buhler​(m.1966)​"", ""Education"": ""United States Military Academy(BS)"", ""Signature"": """", ""Nickname(s)"": ""BradThe G.I.'s General"", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1915–1981[1]"", ""Rank"": ""General of the Army"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Chairman of the Joint Chiefs of StaffChief of Staff of the Army12th Army GroupFirst ArmyII Corps28th Infantry Division82nd Infantry DivisionUnited States Army Infantry School2nd Battalion,14th Infantry Regiment"", ""Awards"": ""Defense Distinguished Service MedalArmy Distinguished Service Medal(4)Navy Distinguished Service MedalSilver StarLegion of Merit(2)Bronze Star MedalPresidential Medal of FreedomComplete list"", ""ASN"": ""0-3807""}"
p37,Person,Geoffrey Keyes,,"(1888-10-30)October 30, 1888Fort Bayard, New Mexico, U.S.","September 17, 1967(1967-09-17)(aged 78)Washington, D.C., U.S.","{""Nickname(s)"": ""\""Geoff\""[1]"", ""Buried"": ""West Point Cemetery,West Point, New York, U.S."", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1913–1950"", ""Rank"": ""Lieutenant General"", ""Service number"": ""0-3561"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""Third United States ArmySeventh United States ArmyII CorpsI Armored Corps9th Armored Division"", ""Battles / wars"": ""Pancho Villa ExpeditionWorld War IWorld War II"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Silver Star(2)Legion of MeritBronze Star Medal""}"
p38,Person,8th Army,,,,{}
p39,Person,Miles Dempsey,Dempsey in April 1944,"(1896-12-15)15 December 1896New Brighton,Wallasey, Cheshire, England","5 June 1969(1969-06-05)(aged 72)Yattendon, Berkshire, England","{""Nickname(s)"": ""\""Bimbo\"""", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1915–1947"", ""Rank"": ""General"", ""Service number"": ""9391[1]"", ""Unit"": ""Royal Berkshire Regiment"", ""Commands"": ""Middle East Land Forces(1946–47)Allied Land Forces, South East Asia (1945–46)Fourteenth Army(1945)Second Army(1944–45)XIII Corps(1942–44)42nd Armoured Division(1941–42)42nd (East Lancashire) Infantry Division(1941)46th Infantry Division(1941)13th Infantry Brigade(1939–40)1st Battalion,Royal Berkshire Regiment(1938–39)"", ""Battles / wars"": ""First World War:Battle of Delville WoodBattle of CambraiGerman spring offensiveHundred Days OffensiveIraqi revolt of 1920Russian Civil WarSecond World War:Battle of FranceAllied invasion of SicilyBattle of NormandyAllied advance from Paris to the RhineOperation Market GardenWestern Allied invasion of GermanyGreek Civil WarPalestine Emergency"", ""Awards"": ""Knight Grand Cross of the Order of the British EmpireKnight Commander of the Order of the BathDistinguished Service OrderMilitary CrossMentioned in Despatches(4)Army Distinguished Service Medal(United States)Commander of the Legion of Merit(United States)Grand Officer of the Order of Leopold with Palm(Belgium)Croix de guerre with Palm(Belgium)Knight Grand Officer of the Order of Orange-Nassau with Swords(Netherlands)""}"
p40,Person,Oliver Leese,Leese in Italy on 30 April 1944,"(1894-10-27)27 October 1894Westminster, London, England","22 January 1978(1978-01-22)(aged 83)Llanrhaeadr, Wales","{""Nickname(s)"": ""\""Baron Leese\"""", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1914–1947"", ""Rank"": ""Lieutenant General"", ""Service number"": ""1722"", ""Unit"": ""Coldstream Guards"", ""Commands"": ""Eastern Command(1945–1947)Allied Land Forces South-East Asia(1944–1945)Eighth Army(1943–1944)XXX Corps(1942–1943)Guards Armoured Division(1941–1942)15th (Scottish) Infantry Division(1941)West Sussex County Division(1940–1941)29th Infantry Brigade(1940)20th Independent Infantry Brigade (Guards)(1940)1st Battalion,Coldstream Guards(1936–1938)"", ""Battles / wars"": ""First World WarSecond World War"", ""Awards"": ""Knight Commander of the Order of the Bath[1]Commander of the Order of the British EmpireDistinguished Service OrderMentioned in dispatches(2)Commander of the Legion of Merit(United States)[2]Legion of Honour(France)Croix de Guerre(France)Virtuti Militari(Poland)[3]""}"
p41,Person,Arthur Tedder,Tedder on the Italian coast in December 1943.,"(1890-07-11)11 July 1890Glengoyne, Scotland","3 June 1967(1967-06-03)(aged 76)Banstead, England","{""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army(1906–1918)Royal Air Force(1918–1951)"", ""Years of service"": ""1906–1951"", ""Rank"": ""Marshal of the Royal Air Force"", ""Commands"": ""Chief of the Air Staff(1946–1950)Mediterranean Allied Air Forces(1943–1944)Mediterranean Air Command(1943)RAF Middle East Command(1941–1943)RAF Far East(1936–1938)No. 2 Flying Training School(1924–1926)No. 207 Squadron(1920–1923)No. 274 Squadron(1919–1920)38th Wing(1918–1919)No. 67 Squadron(1917–1918)No. 70 Squadron(1917)"", ""Battles / wars"": ""World War IWestern FrontMiddle Eastern theatreWorld War IINorth African campaignAllied invasion of SicilyOperation Overlord"", ""Awards"": ""Knight Grand Cross of the Order of the BathMentioned in Despatches(2)Silver Medal of Military Valor(Italy)Order of Polonia Restituta(Poland)Legion of Merit(United States)Distinguished Service Medal(United States)Legion of Honour(France)Croix de guerre(France)Croix de guerre(Belgium)"", ""Other work"": ""Chancellor,University of CambridgeVice-Chairman,BBCBoard of GovernorsPresident,Standard TriumphLtdDeputy President,National Rifle AssociationPresident ofSurrey County Cricket Club1953–58"", ""Signature"": """"}"
p42,Person,Mark W. Clark,"Official portrait, 1945","(1896-05-01)1 May 1896Madison Barracks,Sackets Harbor, New York, U.S.","17 April 1984(1984-04-17)(aged 87)Charleston, South Carolina, U.S.","{""Nickname(s)"": ""\""American Eagle\""\""Wayne\""\""Contraband\"" (while at West Point)[1]"", ""Buried"": ""The Citadel, Charleston, South Carolina"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1953"", ""Rank"": ""General"", ""Service number"": ""0–5309"", ""Unit"": ""Infantry Branch"", ""Commands"": ""United Nations CommandSixth United States Army15th Army GroupSeventh United States ArmyFifth United States ArmyII Corps3rd Battalion,11th Infantry Regiment"", ""Battles / wars"": ""World War IWorld War IINorth African campaignOperation TorchOperation FlagpoleItalian campaignOperation HuskyAllied invasion of ItalyOperation AvalancheBarbara LineBernhardt LineBattle of Monte CassinoBattle of AnzioBattle of CisternaGothic LineBattle of Monte CastelloWinter LineBattle of San Pietro InfineBattle of Rapido RiverOperation GrapeshotOccupation of AustriaKorean War"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(4)Navy Distinguished Service MedalLegion of MeritBronze Star MedalPurple Heart"", ""Spouse(s)"": ""Maurine Doran​​(m.1924; died 1966)​"", ""Other work"": ""The Citadel, President""}"
p43,Person,Supreme Allied Commander,,,,{}
p44,Person,Trafford Leigh-Mallory,Sir Trafford Leigh-Malloryc.1944,"(1892-07-11)11 July 1892Mobberley,Cheshire, England",14 November 1944(1944-11-14)(aged 52)French Alps,"{""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army(1914–1918)Royal Air Force(1918–1944)"", ""Years of service"": ""1914–1944"", ""Rank"": ""Air Chief Marshal"", ""Commands"": ""Allied Expeditionary Air Force(1943–1944)Fighter Command(1942–1943)No. 11 Group(1940–1942)No. 12 Group(1937–1940)No. 2 Flying Training School(1934–1935)School of Army Co-operation(1927–1929)No. 8 Squadron(1917–1918)No. 15 Squadron(1917)"", ""Battles / wars"": ""First World WarSecond Battle of YpresBattle of the SommeSecond World WarBattle of BritainDieppe RaidBattle of Normandy"", ""Awards"": ""Knight Commander of the Order of the BathDistinguished Service Order&BarMentioned in Despatches(3)Commander's Cross with Star of the Order of Polonia Restituta(Poland)Order of Kutuzov, 1st Class(USSR)Chief Commander of the Legion of Merit(United States)""}"
p45,Person,Bertram Ramsay,Portrait of Admiral Ramsay,"(1883-01-20)20 January 1883London, England","2 January 1945(1945-01-02)(aged 61)Toussus-le-Noble, France","{""Birth name"": ""Bertram Home Ramsay"", ""Allegiance"": ""United Kingdom"", ""Branch"": ""Royal Navy"", ""Years of service"": ""1898–1945"", ""Rank"": ""Admiral"", ""Battles / wars"": ""First World WarSecond Ostend RaidZeebrugge RaidSecond World WarOperation DynamoOperation FullerOperation TorchOperation HuskyOperation Neptune"", ""Awards"": ""Knight Commander of the Order of the BathKnight Commander of the Order of the British EmpireMember of the Royal Victorian OrderMention in Despatches(two)Légion d'honneur(France)Legion of Merit(United States)Order of Ushakov(USSR)""}"
p46,Person,S.H.A.E.F.,Shoulder sleeve insignia,,,"{""Active"": ""1943–1945"", ""Disbanded"": ""14 July 1945"", ""Countries"": ""United KingdomUnited StatesAustraliaCanadaIndiaNew ZealandSouth AfricaOccupied countries:BelgiumCzechoslovakiaFree FranceGreeceLuxembourgNetherlandsNorwayPolandYugoslavia"", ""Allegiance"": ""Allies"", ""Type"": ""Combined headquarters"", ""Role"": ""Theater of operations"", ""Part of"": ""Combined Chiefs of Staff"", ""Nickname(s)"": ""SHAEF"", ""Engagements"": ""World War II"", ""Supreme Commander"": ""Dwight D. Eisenhower"", ""Deputy Supreme Commander"": ""Arthur Tedder""}"
p47,Person,21st Army Group,"Formation badge designed by General Sir Bernard Paget DSO, MC 1943",,,"{""Active"": ""1943–45"", ""Country"": ""United Kingdom"", ""Branch"": ""British Army"", ""Type"": ""Army Group"", ""Size"": ""1,020,581 officers and men (excluding US forces)9,248 tanks6,584 artillery pieces1,600 aircraft (2nd Tactical Air Force)[1]"", ""Part of"": ""Allied Expeditionary Force"", ""Engagements"": ""World War IIWestern FrontOperation Market GardenBattle of the Nijmegen salient"", ""Notablecommanders"": ""Bernard PagetBernard Montgomery""}"
p48,Person,First Army,,,,{}
p49,Person,Second Army,,,,{}
p50,Person,Philip Vian,Vian in 1940,"(1894-06-15)15 June 1894London, England","27 May 1968(1968-05-27)(aged 73)Ashford Hill,Hampshire, England","{""Allegiance"": ""United Kingdom"", ""Branch"": ""Royal Navy"", ""Years of service"": ""1907–1952"", ""Rank"": ""Admiral of the Fleet"", ""Commands"": ""Home Fleet1st Aircraft Carrier Squadron15th Cruiser SquadronForce KHMSCossackHMSGangesHMSArethusaHMSDouglasHMSActive"", ""Battles / wars"": ""First World WarSecond World WarVolcano and Ryukyu Islands campaign"", ""Awards"": ""Knight Grand Cross of the Order of the BathKnight Commander of the Order of the British EmpireDistinguished Service Order&Two BarsMentioned in despatches(5)Legion of Honour(France)Croix de guerre(France)Navy Distinguished Service Medal(United States)Commander of the Legion of Merit(United States)St. Olav's Medal With Oak Branch(Norway)Order of the Dannebrog(Denmark)"", ""Other work"": ""Director,Midland Bank(1952); Director, North British and Mercantile Insurance Co.Published:Action this day(1960)""}"
p51,Person,Alan Goodrich Kirk,Admiral Alan G. Kirk,"Alan Goodrich Kirk(1888-10-30)October 30, 1888Philadelphia,Pennsylvania, U.S.","October 15, 1963(1963-10-15)(aged 74)Washington, D.C., U.S.","{""President"": ""Harry S. Truman"", ""Preceded by"": ""Charles W. Sawyer"", ""Succeeded by"": ""Robert Daniel Murphy"", ""Resting place"": ""Arlington National Cemetery"", ""Spouse"": ""Lydia Chapin​(m.1918)​"", ""Relatives"": ""Caspar F. Goodrich(uncle)"", ""Education"": ""United States Naval Academy"", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Navy"", ""Years of service"": ""1909–1946"", ""Rank"": ""Admiral"", ""Commands"": ""U.S. Naval Forces, France"", ""Awards"": ""Navy Distinguished Service MedalLegion of Merit""}"
p52,Person,Harry Crerar,Crerarc.1944–1945,"(1888-04-28)28 April 1888Hamilton, Ontario, Canada","1 April 1965(1965-04-01)(aged 76)Ottawa, Ontario, Canada","{""Birth name"": ""Henry Duncan Graham Crerar"", ""Buried"": ""Beechwood Cemetery"", ""Allegiance"": ""Canada"", ""Branch"": ""Canadian Army"", ""Years of service"": ""1909–1946"", ""Rank"": ""General"", ""Unit"": ""Royal Canadian Artillery"", ""Commands"": ""Royal Military College of CanadaChief of the General Staff2nd Canadian Infantry DivisionI Canadian CorpsFirst Canadian Army"", ""Battles / wars"": ""First World WarBattle of Neuve ChapelleSecond Battle of YpresBattle of Flers–CourceletteBattle of Vimy RidgeBattle of AmiensBattle of ValenciennesSecond World WarItalian CampaignBattle of NormandyClearing the Channel CoastWestern Allied invasion of Germany"", ""Awards"": ""Member of the Order of the Companions of HonourCompanion of the Order of the BathCompanion of the Distinguished Service OrderKnight of the Venerable Order of Saint JohnRecipient of the Canadian Forces' DecorationMentioned in despatches(5)Foreign awardsLegion of Merit(US)Army Distinguished Service Medal(US)Grand Officer of theOrder of Leopold(Belgium)Croix de Guerre 1940with Palm (Belgium)5th ClassOrder of Virtuti Militari(Poland)Order of the White Lion(Czechoslovakia)War Cross 1939–1945(Czechoslovakia)Commander of theLegion of Honour(France)Croix de Guerre 1939–1945avec Palme (France)Grand Cross of theOrder of Orange Nassauwith Swords (Netherlands)"", ""Relations"": ""Adam Beck(brother-in-law)"", ""Other work"": ""Aide-de-Camp Generalto the KingAide-de-Camp General to the QueenQueen's Privy Council for Canada""}"
p53,Person,Courtney Hodges,"Hodges as a lieutenant general, 1944","(1887-01-05)5 January 1887Perry, Georgia, United States","16 January 1966(1966-01-16)(aged 79)San Antonio, Texas, United States","{""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1906–1949"", ""Rank"": ""General"", ""Service number"": ""0-2686[1]"", ""Unit"": ""Infantry Branch"", ""Commands"": ""First United States ArmyThird United States ArmyX CorpsArmy Ground ForcesInfantry School, Fort Benning2nd Battalion,6th Infantry Regiment"", ""Battles / wars"": ""Philippine–American WarPost-war insurgencyBorder War[2]Pancho Villa ExpeditionWorld War IHundred Days OffensiveBattle of Saint-Mihiel[2]Meuse-Argonne campaign[2]World War IIOperation OverlordNormandy landingsOperation CobraFalaise pocketSiegfried Line campaignBattle of Hürtgen ForestBattle of AachenOperation QueenBattle of the BulgeWestern Allied invasion of GermanyOperation LumberjackBattle of RemagenBattle of the Ruhr Pocket"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)Silver StarBronze Star MedalComplete list"", ""Spouse(s)"": ""Mildred Lee Buchner​(m.1928)​""}"
p54,Person,Arthur Coningham,,,,{}
p55,Person,Philippe Leclerc,Leclerc in August 1944 during theLiberation of Paris,"(1902-11-22)22 November 1902Belloy-Saint-Léonard,France","28 November 1947(1947-11-28)(aged 45)Colomb-Béchar,French Algeria","{""Cause of death"": ""Aviation accident"", ""Resting place"": ""Les Invalides"", ""Spouse"": ""Thérèse de Gargan"", ""Children"": ""BénédicteCharlesHenriHubertJeanneMichel"", ""Parents"": ""Adrien de Hauteclocque (father)Marie-Thérèse van der Cruisse de Waziers (mother)"", ""Alma mater"": ""Lycée Sainte-GenevièveÉcole Spéciale MilitaireSaumur Cavalry SchoolÉcole Supérieure de Guerre[2]"", ""Nickname(s)"": ""Leclerc,le maréchal Leclerc"", ""Allegiance"": ""Third RepublicFree FranceFourth Republic"", ""Branch/service"": ""French ArmyCavalry"", ""Years of service"": ""1924–1947"", ""Rank"": ""Army general[a]"", ""Unit"": ""List24th Dragoons Regiment[3]5th Cuirassiers Regiment[4]8th Moroccan Spahis Regiment[5]1st Chasseurs d'Afrique Regiment[6]4th Infantry Division"", ""Commands"": ""ListColonne LeclercL force2nd Armoured DivisionFrench Far East Expeditionary Corps""}"
p56,Person,Charles de Gaulle,De Gaulle in 1942,"Charles André Joseph Marie de Gaulle(1890-11-22)22 November 1890Lille, France","9 November 1970(1970-11-09)(aged 79)Colombey les Deux Églises, France","{""Prime Minister"": ""Himself"", ""Preceded by"": ""André Mutter"", ""Succeeded by"": ""Louis Joxe"", ""President"": ""René Coty"", ""Political party"": ""Union of Democrats for the Republic(1967–1969)"", ""Other politicalaffiliations"": ""Union for the New Republic(1958–1967)Rally of the French People(1947–1955)"", ""Spouse"": ""Yvonne Vendroux​(m.1921)​"", ""Children"": ""3, includingPhilippeandAnne"", ""Alma mater"": ""École spéciale militaire de Saint-Cyr"", ""Signature"": """", ""Allegiance"": ""French Third RepublicFree France"", ""Branch/service"": ""French ArmyFree French Forces"", ""Years of service"": ""1912–1944"", ""Rank"": ""Général de brigade"", ""Commands"": ""19e bataillon de chasseurs à pied[fr]507e régiment de chars de combat[fr]4e Division cuirasséeFree France""}"
p57,Person,Jacques Chaban-Delmas,Chaban-Delmas in 1969,"Jacques Michel Pierre Delmas(1915-03-07)7 March 1915Paris,France","10 November 2000(2000-11-10)(aged 85)Paris, France","{""President"": ""Georges Pompidou"", ""Preceded by"": ""Jean-Fernand Audeguil"", ""Succeeded by"": ""Alain Juppé"", ""Political party"": ""Rally for the Republic(1976–2000)"", ""Other politicalaffiliations"": ""Radical Party(1940–1947)Rally of the French People(1947–1955)National Centre of Social Republicans(1955–1958)Union for the New Republic(1958–1968)Union of Democrats for the Republic(1968–1976)"", ""Alma mater"": ""Sciences Po"", ""Occupation"": ""Civil Servant""}"
p58,Person,Raymond O. Barton,,"August 22, 1889Granada, Colorado, United States","February 27, 1963 (aged 73)Augusta, Georgia, United States","{""Nickname(s)"": ""\""Tubby\""[1]"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1912–1946"", ""Rank"": ""Major General"", ""Service number"": ""0-3401"", ""Unit"": ""Infantry Branch"", ""Commands"": ""1st Battalion,8th Infantry Regiment8th Infantry Regiment4th Infantry Division"", ""Battles / wars"": ""World War IOccupation of the RhinelandWorld War IIOperation OverlordNormandy LandingsUtah BeachLiberation of ParisSiegfried Line campaignBattle of Hürtgen Forest"", ""Awards"": ""Army Distinguished Service MedalSilver StarLegion of MeritBronze Star""}"
p59,Person,Jacob L. Devers,Devers in 1945,"(1887-09-08)8 September 1887York, Pennsylvania, United States","15 October 1979(1979-10-15)(aged 92)Washington, D.C., United States","{""Nickname(s)"": ""\""Jamie\"", \""Jake\"""", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1909–1949"", ""Rank"": ""General"", ""Service number"": ""0-2599[1]"", ""Unit"": ""Field Artillery Branch"", ""Commands"": ""Army Field ForcesArmy Ground Forces6th Army GroupNorth African Theater of Operations, United States ArmyEuropean Theater of Operations, United States ArmyArmored Force9th Infantry Division2nd Battalion,6th Field Artillery1st Battalion,16th Field Artillery1st Field Artillery"", ""Battles / wars"": ""World War IWorld War IIItalian campaignBattle of Monte CassinoOperation DragoonBattle of the BulgeOperation NordwindColmar PocketWestern Allied invasion of GermanyOperation Undertone"", ""Awards"": ""Army Distinguished Service Medal(3)Navy Distinguished Service MedalBronze Star MedalFull list"", ""Other work"": ""Business executiveChairman,American Battle Monuments Commission""}"
p60,Person,Alexander Patch,"LTGPatch, new commander ofFourth Army, August 1945","(1889-11-23)23 November 1889Fort Huachuca,Arizona Territory, U.S.","21 November 1945(1945-11-21)(aged 55)Fort Sam Houston,Texas, U.S.","{""Birth name"": ""Alexander McCarrell Patch"", ""Nickname(s)"": ""\""Sandy\""[1][2]"", ""Buried"": ""West Point Cemetery,West Point, New York, U.S."", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1913–1945"", ""Rank"": ""General"", ""Service number"": ""0-3589"", ""Unit"": ""Infantry Branch"", ""Commands"": ""3rd Machine Gun Battalion,1st Division1st Battalion,18th Infantry Regiment47th Infantry RegimentTask Force 6814Americal DivisionXIV CorpsIV CorpsSeventh ArmyFourth Army"", ""Battles / wars"": ""Pancho Villa ExpeditionWorld War IWorld War II"", ""Awards"": ""Army Distinguished Service Medal(3)Navy Distinguished Service MedalBronze Star""}"
p61,Person,Jean de Tassigny,,,,{}
p62,Person,Edgard de Larminat,Général de Larminat,"29 November 1895Alès,France","1 July 1962(1962-07-01)(aged 66)Paris,France","{""Cause of death"": ""Suicide by gunshot"", ""Allegiance"": ""French ArmyFree French Forces"", ""Years of service"": ""1914 – 19561962(†)"", ""Rank"": ""Army General (France)"", ""Commands"": ""1st DFL(1943)II Army Corps(1944)Atlantic Army Detachment(1945)"", ""Battles / wars"": ""World War IBattle of Verdun(1917)World War IINorth African CampaignItalian CampaignDragoonSiege of La Rochelle"", ""Awards"": ""Commander ofLegion of Merit,Croix de guerre 1914–1918,Croix de guerre 1939–1945,French Legion of Honor,Ordre de la Libération""}"
p63,Person,Joseph de Monsabert,,,,{}
p64,Person,John K. Cannon,General John Kenneth Cannon,"(1892-03-09)March 9, 1892[1]Salt Lake City, Utah, US[1]","January 12, 1955(1955-01-12)(aged 62)Arcadia, California, US","{""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Air Force"", ""Years of service"": ""1917–1954"", ""Rank"": ""General"", ""Commands"": ""Tactical Air CommandAir Training CommandTwelfth Air ForceMediterranean Allied Tactical Air ForceNorthwest African Training Command94th Pursuit Squadron"", ""Battles / wars"": ""World War II"", ""Awards"": ""Distinguished Service Medal(4)Legion of MeritBronze StarAir Medal""}"
p65,Person,SHAEF,Shoulder sleeve insignia,,,"{""Active"": ""1943–1945"", ""Disbanded"": ""14 July 1945"", ""Countries"": ""United KingdomUnited StatesAustraliaCanadaIndiaNew ZealandSouth AfricaOccupied countries:BelgiumCzechoslovakiaFree FranceGreeceLuxembourgNetherlandsNorwayPolandYugoslavia"", ""Allegiance"": ""Allies"", ""Type"": ""Combined headquarters"", ""Role"": ""Theater of operations"", ""Part of"": ""Combined Chiefs of Staff"", ""Nickname(s)"": ""SHAEF"", ""Engagements"": ""World War II"", ""Supreme Commander"": ""Dwight D. Eisenhower"", ""Deputy Supreme Commander"": ""Arthur Tedder""}"
p66,Person,12th Army Group,Shoulder sleeve insignia,,,"{""Active"": ""1944–45"", ""Country"": ""United States"", ""Branch"": ""United States Army"", ""Type"": ""Army group"", ""Role"": ""Army GroupHeadquarters"", ""Size"": ""1.3 million men"", ""Part of"": ""Allied Expeditionary Force"", ""Engagements"": ""World War II"", ""Notablecommanders"": ""Omar Bradley""}"
